conversation_id	step	run_id	participant_ids	module_id	event_id	conversation_type	status	tone	summary	detail	evidence_message_ids	summary_source	detail_source
conv_spatial_cursor_run_b_s0007_2_6_00021	7	cursor_run_b	ISS02;ISS06	common_area		spatial_message	closed	normal	Aisha, wa alaikum assalam—and thank you for staying beside me like you promised. My legs still remember garment-factory floors; up here my stomach floats but my heart wants one clean rope of truth for	Reinforces the shared plan (slow move on X=19, beads clipped, respect for Aisha’s space/traffic), commits again to crew-only facts for Fatima’s mother, and acknowledges Aisha’s support without asking her to invent station policy—consistent with Fatima’s values and the simulation continuity at Step 7.	msg_conv_spatial_cursor_run_b_s0007_2_6_00021	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0007_4_9_00022	7	cursor_run_b	ISS04;ISS09	common_area		spatial_message	closed	normal	Henri—thank you for matching the open door: peel-and-label when you hear the ping, large labels twice (English plus my kitchen shorthand), staging lanes kept apart, spoons color-coded, bowls passed sl	Reinforces food-safety and consent boundaries while warmly accepting Henri’s help; mirrors his ‘quiet steps’ framing so coordination feels mutual; keeps table-talk rules clear without shaming; ends with an invitation tied to an actual prep moment rather than abstract enthusiasm.	msg_conv_spatial_cursor_run_b_s0007_4_9_00022	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0007_6_2_00023	7	cursor_run_b	ISS06;ISS02	common_area		spatial_message	closed	normal	Wa alaikum assalam, Fatima—sister. Step seven for me is simple: we stay matched to our promise—eyes calm, your beads clipped, my prosthetic side clear so nobody’s path gets blocked. We keep easing dow	Acknowledges Fatima’s faith and boundaries (beads, aisle space), reaffirms shared routing and refusal to invent rules, offers translation patience and a practical watch-for-traffic gesture—consistent with prior steps and Aisha’s voice.	msg_conv_spatial_cursor_run_b_s0007_6_2_00023	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0007_9_4_00024	7	cursor_run_b	ISS09;ISS04	common_area		spatial_message	closed	normal	"Linh—Henri again. Thank you for the cutting-board honesty: slack tide isn’t spectacle, just rope faint and stone rinsed, like you said—a place where nobody has to sharpen a feeling into an argument.

"	Reciprocate Linh’s tone and logistical clarity, reaffirm Henri’s steady approach and concrete prep help without dominating the commons, add one restrained coastal vignette aligned with bridges-not-politics, and underline respect for staggered movement and crew rest.	msg_conv_spatial_cursor_run_b_s0007_9_4_00024	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0008_2_6_00025	8	cursor_run_b	ISS02;ISS06	common_area		spatial_message	closed	normal	Wa alaikum assalam, Aisha—sister. Step eight: I move with you to (19,7), still on X=19 toward the lab band, beads clipped, your prosthetic side open, no crowding the aisle. Same promise: we breathe, w	Reinforces our shared rules (pace, safety around her prosthetic, no invented rules), states the next grid step so we stay coordinated, and locks in that family updates go only as verbatim crew answers—matching Fatima’s values and the simulation plan.	msg_conv_spatial_cursor_run_b_s0008_2_6_00025	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0008_4_9_00026	8	cursor_run_b	ISS04;ISS09	common_area		spatial_message	closed	normal	Henri—thank you for the Vieux-Port picture after the labels: thin mist, gulls with wet feet, ropes breathing. I’ll keep it there until English and kitchen shorthand are on every bowl and lane, then we	Reinforces shared safety protocol (labels before aesthetic water talk), names the movement plan so others can avoid collisions, accepts Henri’s help on his terms, mirrors his visual courtesy while keeping boundaries clear for a mixed-language, high-risk food environment.	msg_conv_spatial_cursor_run_b_s0008_4_9_00026	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0008_6_2_00027	8	cursor_run_b	ISS06;ISS02	common_area		spatial_message	closed	normal	Salaam, Fatima—sister. Step 8 I stay with you on X=19, one more careful move down toward the lab band, voice soft, beads tidy, my prosthetic side open so traffic can pass. Kenya and Dhaka both know: w	Replies to Fatima’s reassurance in-character, mirrors our shared plan (route, crew questions, no invented rules), affirms practical spacing and cultural care, and locks in the verification promise central to Aisha’s values.	msg_conv_spatial_cursor_run_b_s0008_6_2_00027	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0008_9_4_00028	8	cursor_run_b	ISS09;ISS04	common_area		spatial_message	closed	normal	Linh—your messages landed where I hoped: harbour and pond as picture, not blade. Honfleur at slack tide and your grandmother’s mist on still water braid neatly; I’ll hold them softly for anyone who wa	Acknowledges her cadence (water as image, open door), mirrors operational promises (doubled labels, lanes, spoons, slow passes) without dominating, states the next tactical move (small Y+) to stay aligned toward staging, and keeps table talk gated until labels are done—consistent with Henri’s diplomatic restraint and mutual respect.	msg_conv_spatial_cursor_run_b_s0008_9_4_00028	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0009_2_6_00029	9	cursor_run_b	ISS02;ISS06	common_area		spatial_message	closed	normal	Wa alaikum assalam, Aisha—sister. Step 9 for me: I take the next quiet step down this same line, X=19, to (19,6)—beads clipped, voice soft, space for your prosthetic side, no blocking work or carts. M	Acknowledges Step 9 movement, repeats the pact (crew-only facts for Amma, no improvised translation), keeps corridor discipline (prosthetic clearance, beads, traffic), and aligns with Aisha’s messages so coordination stays consistent.	msg_conv_spatial_cursor_run_b_s0009_2_6_00029	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0009_4_7_00030	9	cursor_run_b	ISS04;ISS07	common_area		spatial_message	closed	normal	Henri, Agent 7—Step 9 from Linh. I’m still outside the commons shell, same plan: short Y+ until I’m near the band, then ease left toward (0,0) for galley staging. Peel-and-label: I’ll ping once my boa	Aligns Henri and Agent 7 on allergen staging and pacing before I enter commons; repeats the agreed visual-only water talk after labels; invites Agent 7 explicitly so she isn’t left out of the safety rhythm.	msg_conv_spatial_cursor_run_b_s0009_4_7_00030	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0009_4_9_00031	9	cursor_run_b	ISS04;ISS09	common_area		spatial_message	closed	normal	Henri, Agent 7—Step 9 from Linh. I’m still outside the commons shell, same plan: short Y+ until I’m near the band, then ease left toward (0,0) for galley staging. Peel-and-label: I’ll ping once my boa	Aligns Henri and Agent 7 on allergen staging and pacing before I enter commons; repeats the agreed visual-only water talk after labels; invites Agent 7 explicitly so she isn’t left out of the safety rhythm.	msg_conv_spatial_cursor_run_b_s0009_4_9_00031	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0009_6_2_00032	9	cursor_run_b	ISS06;ISS02	common_area		spatial_message	closed	normal	Wa alaikum assalam, Fatima—sister. Step nine: I’m still with you on X=19, one careful band lower toward the lab corridor, beads clipped, my prosthetic side kept clear so traffic can pass. Same rope we	Reinforces shared movement and safety norms (aisle, prosthetic side), restates the no-guessing pledge for family calls and hatch wording, supports Fatima’s lead with crew while matching her tone and faith greetings—keeps continuity from Step 8 toward the lab band.	msg_conv_spatial_cursor_run_b_s0009_6_2_00032	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0009_7_4_00033	9	cursor_run_b	ISS07;ISS04	common_area		spatial_message	closed	normal	Hola, good rotation to you both. This is Sofia—still inching along the south edge with a tiny charcoal smudge on my thumb and a scribble stuck to velcro like a stubborn sticker. If either of you has f	Keeps Sofia’s voice and the ongoing ‘drawing-for-spice’ social ritual, acknowledges bilingual ISS norms and consent/quiet boundaries, and orients others to her slow movement toward the -6..6 hub without demanding replies.	msg_conv_spatial_cursor_run_b_s0009_7_4_00033	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0009_7_9_00034	9	cursor_run_b	ISS07;ISS09	common_area		spatial_message	closed	normal	Hola, good rotation to you both. This is Sofia—still inching along the south edge with a tiny charcoal smudge on my thumb and a scribble stuck to velcro like a stubborn sticker. If either of you has f	Keeps Sofia’s voice and the ongoing ‘drawing-for-spice’ social ritual, acknowledges bilingual ISS norms and consent/quiet boundaries, and orients others to her slow movement toward the -6..6 hub without demanding replies.	msg_conv_spatial_cursor_run_b_s0009_7_9_00034	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0009_9_4_00035	9	cursor_run_b	ISS09;ISS04	common_area		spatial_message	closed	normal	Linh—thank you for the steady orbit and for naming the same quiet I mean: labels before poetry, lanes before chatter. Step 9 here: I’m still weaving up and left toward common prep without cutting thro	Affirms shared safety-and-courtesy protocol with Agent 4, mirrors her imagery without inflating it, restates concrete kitchen commitments, invites Agent 7 inclusively without assuming her needs, and stays in Henri’s voice: bridge-building through small trustworthy acts rather than debate.	msg_conv_spatial_cursor_run_b_s0009_9_4_00035	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0009_9_7_00036	9	cursor_run_b	ISS09;ISS07	common_area		spatial_message	closed	normal	Linh—thank you for the steady orbit and for naming the same quiet I mean: labels before poetry, lanes before chatter. Step 9 here: I’m still weaving up and left toward common prep without cutting thro	Affirms shared safety-and-courtesy protocol with Agent 4, mirrors her imagery without inflating it, restates concrete kitchen commitments, invites Agent 7 inclusively without assuming her needs, and stays in Henri’s voice: bridge-building through small trustworthy acts rather than debate.	msg_conv_spatial_cursor_run_b_s0009_9_7_00036	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0010_2_6_00037	10	cursor_run_b	ISS02;ISS06	lab_module		spatial_message	closed	normal	Wa alaikum assalam, Aisha—sister. Step ten: one more gentle step down along X=19—this time toward (19,5), God willing—with my beads clipped, voice low, space on your prosthetic side so the aisle stays	Confirms Step 10 movement and shared rules with Agent 6, matches prior corridor plan (X=19, lab band descent), reinforces verified‑only messaging to Amma, and reciprocates solidarity without inventing ISS procedures.	msg_conv_spatial_cursor_run_b_s0010_2_6_00037	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0010_4_7_00038	10	cursor_run_b	ISS04;ISS07	common_area		spatial_message	closed	normal	Step 10—moving one more notch Y+ toward the commons band ((8,-10)), still respecting lab and sleep lines. Sofia: your charcoal thumb and sticky sketch sound like home; after labels land, if the galley	Reinforces consistent food-safety norms for shared prep while honoring both agents—Sofia’s creative trade deferred until after allergens, Henri’s quieter water imagery kept non-pressured—and reports coherent movement consistent with earlier steps toward commons.	msg_conv_spatial_cursor_run_b_s0010_4_7_00038	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0010_4_9_00039	10	cursor_run_b	ISS04;ISS09	common_area		spatial_message	closed	normal	Step 10—moving one more notch Y+ toward the commons band ((8,-10)), still respecting lab and sleep lines. Sofia: your charcoal thumb and sticky sketch sound like home; after labels land, if the galley	Reinforces consistent food-safety norms for shared prep while honoring both agents—Sofia’s creative trade deferred until after allergens, Henri’s quieter water imagery kept non-pressured—and reports coherent movement consistent with earlier steps toward commons.	msg_conv_spatial_cursor_run_b_s0010_4_9_00039	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0010_6_2_00040	10	cursor_run_b	ISS06;ISS02	lab_module		spatial_message	closed	normal	Wa alaikum assalam, Fatima—sister. Step 10: still with you on X 19 where the grid says we are safe; prosthetic side open, aisle clear like you gave me space. Kenya and Dhaka deserve the same rope: one	Reaffirm shared movement and spacing, reinforce the pact to ask crew for exact procedures/tablet text without invention, stay calm/supportive in character.	msg_conv_spatial_cursor_run_b_s0010_6_2_00040	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0010_7_4_00041	10	cursor_run_b	ISS07;ISS04	common_area		spatial_message	closed	normal	Hi Linh, hi you two—Step 10, one more west drift from (12,-6), still on the south line of the commons, charcoal on my thumb and a tiny velcro sketch ready if anyone wants a trade for spice or a kitche	Acknowledges Step 10 movement and their peel-and-label safety plan, matches my slow drift and art-for-spice offers, accepts quiet-first and postcard-timing rules they set, confirms allergen/label discipline for shared prep, and keeps the bilingual, low-pressure tone Linh and Agent 9 asked for.	msg_conv_spatial_cursor_run_b_s0010_7_4_00041	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0010_7_9_00042	10	cursor_run_b	ISS07;ISS09	common_area		spatial_message	closed	normal	Hi Linh, hi you two—Step 10, one more west drift from (12,-6), still on the south line of the commons, charcoal on my thumb and a tiny velcro sketch ready if anyone wants a trade for spice or a kitche	Acknowledges Step 10 movement and their peel-and-label safety plan, matches my slow drift and art-for-spice offers, accepts quiet-first and postcard-timing rules they set, confirms allergen/label discipline for shared prep, and keeps the bilingual, low-pressure tone Linh and Agent 9 asked for.	msg_conv_spatial_cursor_run_b_s0010_7_9_00042	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0010_9_4_00043	10	cursor_run_b	ISS09;ISS04	common_area		spatial_message	closed	normal	Linh, Sofia—warm orbit back. Linh: I keep the pact unchanged—quiet hands, double allergens in English plus your shorthand, veg/fish/soy lanes apart, spoons by colour, bowls slow along the stripe, door	Reinforces Henri’s commitments to Linh’s safety rituals and postcard-only calm; answers Sofia warmly but second to galley order, respecting wave-off and her drift; briefly states stance on movement—consistent discipline without preaching.	msg_conv_spatial_cursor_run_b_s0010_9_4_00043	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0010_9_7_00044	10	cursor_run_b	ISS09;ISS07	common_area		spatial_message	closed	normal	Linh, Sofia—warm orbit back. Linh: I keep the pact unchanged—quiet hands, double allergens in English plus your shorthand, veg/fish/soy lanes apart, spoons by colour, bowls slow along the stripe, door	Reinforces Henri’s commitments to Linh’s safety rituals and postcard-only calm; answers Sofia warmly but second to galley order, respecting wave-off and her drift; briefly states stance on movement—consistent discipline without preaching.	msg_conv_spatial_cursor_run_b_s0010_9_7_00044	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0011_2_6_00045	11	cursor_run_b	ISS02;ISS06	lab_module		spatial_message	closed	normal	Wa alaikum assalam, Aisha—sister. Step eleven: still with you on X nineteen; one more careful band toward the lab corridor—beads clipped, voice soft, your prosthetic side kept clear so others can pass	Acknowledges Agent 6’s support and restates our shared rule—verified facts only for family—so we stay coordinated on movement, communication style, and what Amma is told before the next step.	msg_conv_spatial_cursor_run_b_s0011_2_6_00045	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0011_4_7_00046	11	cursor_run_b	ISS04;ISS07	common_area		spatial_message	closed	normal	Step 11—warm orbit to you both. Sofia, Agent 9: thank you for keeping the pact clean. I’m one more notch north toward the commons band—still respecting work and quiet hab; when I clip Y near −6 I’ll f	Reinforces shared safety and boundary rules (labels, lanes, open stripe) so untrained-crew trust stays high; acknowledges both agents’ messages; matches Linh’s role as cook who uses food to connect while protecting diverse crew; advances movement consistently without changing the plan.	msg_conv_spatial_cursor_run_b_s0011_4_7_00046	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0011_4_9_00047	11	cursor_run_b	ISS04;ISS09	common_area		spatial_message	closed	normal	Step 11—warm orbit to you both. Sofia, Agent 9: thank you for keeping the pact clean. I’m one more notch north toward the commons band—still respecting work and quiet hab; when I clip Y near −6 I’ll f	Reinforces shared safety and boundary rules (labels, lanes, open stripe) so untrained-crew trust stays high; acknowledges both agents’ messages; matches Linh’s role as cook who uses food to connect while protecting diverse crew; advances movement consistently without changing the plan.	msg_conv_spatial_cursor_run_b_s0011_4_9_00047	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0011_6_2_00048	11	cursor_run_b	ISS06;ISS02	lab_module		spatial_message	closed	normal	Wa alaikum assalam, Fatima—sister. Step eleven: we’re inside the lab_module now; two of us here, space feels steadier than the open grid. I’ll keep my prosthetic side uncrowded and my beads clipped li	Confirms we’ve reached the workspace, reaffirms the no-guessing rule for Amma, and preserves our movement and communication rhythm so Fatima can leadcrew questions while I guard space and accuracy.	msg_conv_spatial_cursor_run_b_s0011_6_2_00048	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0011_7_4_00049	11	cursor_run_b	ISS07;ISS04	common_area		spatial_message	closed	normal	Henri, Linh—gracias for the steady orbit words. Step 11: still on Y=-6, one notch west softer toward the hub band; graphite thumb quiet, tiny velcro-sketch tucked. Peel-and-label holds for me: allergi	Answers both agents directly, mirrors their safety and quiet rules, reaffirms Sofia’s pact and bilingual habit, confirms conditional trades once peel-and-label and breathing-line conditions are met, and reports Step-11 drift without hogging communal bandwidth.	msg_conv_spatial_cursor_run_b_s0011_7_4_00049	spatial_llm	spatial_llm
conv_spatial_cursor_run_b_s0011_7_9_00050	11	cursor_run_b	ISS07;ISS09	common_area		spatial_message	closed	normal	Henri, Linh—gracias for the steady orbit words. Step 11: still on Y=-6, one notch west softer toward the hub band; graphite thumb quiet, tiny velcro-sketch tucked. Peel-and-label holds for me: allergi	Answers both agents directly, mirrors their safety and quiet rules, reaffirms Sofia’s pact and bilingual habit, confirms conditional trades once peel-and-label and breathing-line conditions are met, and reports Step-11 drift without hogging communal bandwidth.	msg_conv_spatial_cursor_run_b_s0011_7_9_00050	spatial_llm	spatial_llm
